x,y
0.0,0.0
1.0,0.09983341664682815
2.0,0.19866933079506122
3.0,0.2955202066613396
4.0,0.3894183423086505
5.0,0.479425538604203
6.0,0.5646424733950355
7.0,0.6442176872376911
8.0,0.7173560908995228
9.0,0.7833269096274834
10.0,0.8414709848078965
11.0,0.8912073600614354
12.0,0.9320390859672264
13.0,0.963558185417193
14.0,0.9854497299884603
15.0,0.9974949866040544
16.0,0.9995736030415051
17.0,0.9916648104524686
18.0,0.9738476308781951
19.0,0.9463000876874145
20.0,0.9092974268256817
21.0,0.8632093666488737
22.0,0.8084964038195901
23.0,0.74570521217672
24.0,0.6754631805511506
25.0,0.5984721441039565
26.0,0.5155013718214642
27.0,0.4273798802338298
28.0,0.33498815015590466
29.0,0.23924932921398198
30.0,0.1411200080598672
31.0,0.04158066243329049
32.0,-0.058374143427580086
33.0,-0.15774569414324865
34.0,-0.25554110202683167
35.0,-0.35078322768961984
36.0,-0.44252044329485246
37.0,-0.5298361409084934
38.0,-0.6118578909427193
39.0,-0.6877661591839741
40.0,-0.7568024953079282
41.0,-0.8182771110644108
42.0,-0.8715757724135882
43.0,-0.9161659367494549
44.0,-0.951602073889516
45.0,-0.977530117665097
46.0,-0.9936910036334645
47.0,-0.9999232575641008
48.0,-0.9961646088358406
49.0,-0.9824526126243325
50.0,-0.9589242746631385
51.0,-0.9258146823277321
52.0,-0.8834546557201531
53.0,-0.8322674422239008
54.0,-0.7727644875559871
55.0,-0.7055403255703919
56.0,-0.6312666378723208
57.0,-0.5506855425976376
58.0,-0.4646021794137566
59.0,-0.373876664830236
60.0,-0.27941549819892586
61.0,-0.18216250427209502
62.0,-0.0830894028174964
63.0,0.0168139004843506
64.0,0.11654920485049364
65.0,0.21511998808781552
66.0,0.3115413635133787
67.0,0.4048499206165983
68.0,0.49411335113860894
69.0,0.5784397643882001
70.0,0.6569865987187891
71.0,0.7289690401258765
72.0,0.7936678638491531
73.0,0.8504366206285648
74.0,0.8987080958116269
75.0,0.9379999767747389
76.0,0.9679196720314865
77.0,0.9881682338770004
78.0,0.998543345374605
79.0,0.998941341839772
80.0,0.9893582466233818
81.0,0.9698898108450863
82.0,0.9407305566797726
83.0,0.9021718337562933
84.0,0.8545989080882804
85.0,0.7984871126234903
86.0,0.7343970978741133
87.0,0.662969230082182
88.0,0.5849171928917617
89.0,0.5010208564578846
90.0,0.4121184852417566
91.0,0.3190983623493521
92.0,0.22288991410024592
93.0,0.1244544235070617
94.0,0.024775425453357765
95.0,-0.0751511204618093
96.0,-0.1743267812229814
97.0,-0.2717606264109442
98.0,-0.3664791292519284
99.0,-0.45753589377532133
