x,y
0.0,30.0
3.1008351841332047,18.04836661948403
5.812792252398014,13.11429725215395
7.818976931420439,29.821541968137822
8.933137960202426,27.601430224960406
9.134143397450517,14.156233566059582
8.569892279937676,25.815857036966214
7.529937558755784,34.88471320739077
6.3918879841873455,20.274517605039
5.551510295323055,21.286303158556752
5.349470249066191,37.37994752119442
6.0082731956304105,29.551661500081934
7.591076905926094,19.806393103910757
9.990000661611976,35.038021630104176
12.946094670499043,38.4411798686993
16.097273339970318,23.376963921689175
19.045339650955302,30.30430691419542
21.429693989393787,43.59648255879539
22.994083456014042,31.394362066499166
23.63403592751344,26.857600174717806
23.416198519079252,43.59668310007225
22.56600077435335,40.961742465410126
21.42592620579167,27.712999002141085
20.392116391908147,39.67933793037054
19.841042621088977,48.38294720702537
20.059818632729147,33.66704125635609
21.193054015890695,35.10224892826284
23.216086043500983,51.068583152216426
25.939544901890283,42.886937178171195
29.044407262294396,33.463442329049556
32.14104955259384,48.87135024157002
34.841369788558936,51.85572368437272
36.83062774938181,36.84569679570656
37.925705418562124,44.162002899645636
38.10900330751017,57.18593270966005
37.531698234174506,44.742471944456994
36.48575952089943,40.60677187745983
35.34990359342345,57.36648005477575
34.51949113263972,54.31912696897369
34.33334326758664,41.27671982716259
35.01102360343749,53.54191882458466
36.612195584830076,61.8747211112828
39.02557840820469,47.0640200696796
41.98954581486867,48.92220299884762
45.1405547955947,64.75055774633265
48.08043974179133,56.221870301681534
50.45011546268493,47.12734110801695
51.99604616559905,62.7012519154235
52.617176563213974,65.26530388140299
52.38363785775255,50.32058821908564
51.5237660040072,58.021273289739156
50.38183525428657,70.76835787428882
49.35433077818554,58.09287345509638
48.81655670547868,54.361707419841274
49.0531649158289,71.13081338208734
50.205464143529376,67.67375441279988
52.245262821167444,54.84742156309707
54.980087520224636,67.40341499703723
58.088811021666075,75.36011105594879
61.181095031311735,60.46559686802699
63.86964431073562,62.74601063520886
65.84189751895647,78.42581363538005
66.91788432864186,69.55664734204363
67.08353909218435,60.79804448877332
66.49330448361565,76.52756491854049
65.44154316548035,78.67005441788231
64.30804936515732,63.801726204238925
63.487746518598435,71.88193569080535
63.31758440017248,84.34377041637171
64.01416755045022,71.44574218801954
65.63366038143974,68.12229780652996
68.06139078238779,84.88956747544368
71.03307666563612,81.02579741359662
74.183746282257,68.42512482092879
77.1152968421394,81.26364248824589
79.47018590306571,88.83919766784953
80.99761477830263,73.87191123978738
81.59995298793162,76.57351439130618
81.35081028913888,92.09429787772565
80.48141103632693,82.89145488049083
79.33779306470048,74.4755027323217
78.31675385948996,90.35013004238452
77.79240078721054,92.07011264951235
78.04690141395369,77.28919436919612
79.21825247256297,85.74380672991022
81.27473577908597,97.91218763289622
84.02078947279702,84.80125199716682
87.13320777546865,81.88843006407726
90.22096846142931,98.64263065320688
92.89761358858419,94.37543040619713
94.85278535116524,82.00984528615365
95.90967530738293,95.1224182312306
96.05775276013503,102.31206600813177
95.45471405682744,87.28309944052263
94.39729198036221,90.40455422092239
93.26632860092387,105.75596229551024
92.45627895727002,96.22647947680139
92.30219488991081,88.15966134769863
93.01770478866854,104.16879071500816
94.65546960257429,105.46561923297598
97.09743495921843,90.78307187877994
100.07668378901154,99.60670218385712
103.22684439293704,111.47363174197919
106.14990820241032,98.1595748785125
108.4899037273446,95.65998732039353
109.99878917038987,112.38989523723127
110.58236656029217,107.72282952084699
110.31771840273441,95.60159370774473
109.43893921234668,108.97956018029913
108.29380311115854,115.7788055124231
107.27938859995466,100.69929429711331
106.76857677174576,104.23896759025418
107.04102862117952,119.41076350854107
108.23141799422567,109.56190753805593
110.304502592378,101.85046113030776
113.06164754896608,117.9833931111994
116.17759402160834,118.85671802698712
119.26066669766048,104.28343338891449
121.92527541583897,113.47043710878557
123.86329038715682,125.02812986723643
124.9010790023273,111.52088084906768
125.03164634543327,109.43684888696633
124.41592999789044,126.1312576286137
123.35300945615604,121.06817245929871
122.22474459173013,109.20037589059038
121.42509093087087,122.83488743911406
121.28717595075317,129.2395099279153
122.0216350390689,114.12062511431643
123.67762152788411,118.07658959225267
126.13370809546873,133.05866296480914
129.1203637451886,122.89792518750227
132.26984572798023,115.54783820356981
135.1842710923993,131.79378626069612
137.50926738014505,132.24355599108767
138.99956924922267,117.7903489941057
139.56441866754392,127.33482597027721
139.2843648088852,138.57571401870183
138.39635388231838,124.88533782727525
137.2498688636654,123.21889034376328
136.2422379470168,139.86661838057407
135.74508653836443,134.41163836980056
136.0355470007626,122.80619269141067
137.24495966999802,136.68822038795125
139.33456091298507,142.69427724741402
142.1026585257751,127.54721758380104
145.2219662588202,131.9172530626337
148.30018660853878,146.69962696761024
150.9526276104865,136.23471813361985
152.87341179827555,129.25172406385875
153.8920960915666,145.59982215439163
