x,y
0.0,0.0
1.0,0.009999708336510399
2.0,0.019997666768331163
3.0,0.029992125771994164
4.0,0.03998133658638884
5.0,0.04996355159372734
6.0,0.059937024700253354
7.0,0.06990001171660935
8.0,0.07985077073777677
9.0,0.08978756252250426
10.0,0.09970865087213879
11.0,0.10961230300877436
12.0,0.1194967899526344
13.0,0.12936038689860227
14.0,0.13920137359181617
15.0,0.1490180347022439
16.0,0.15880866019815365
17.0,0.16857154571839705
18.0,0.1783049929434211
19.0,0.18800730996492565
20.0,0.19767681165408388
21.0,0.20731182002824264
22.0,0.21691066461602157
23.0,0.22647168282072755
24.0,0.23599322028200465
25.0,0.24547363123563762
26.0,0.25491127887142817
27.0,0.26430453568906437
28.0,0.27365178385190336
29.0,0.2829514155385872
30.0,0.29220183329241467
31.0,0.30140145036838895
32.0,0.3105486910778644
33.0,0.3196419911307159
34.0,0.3286797979749518
35.0,0.33766057113369696
36.0,0.3465827825394686
37.0,0.3554449168656713
38.0,0.3642454718552349
39.0,0.37298295864632475
40.0,0.3816559020950483
41.0,0.3902628410950874
42.0,0.39880232889418454
43.0,0.40727293340741166
44.0,0.4156732375271516
45.0,0.4240018394297227
46.0,0.4322573528785782
47.0,0.44043840752401203
48.0,0.4485436491993039
49.0,0.4565717402132379
50.0,0.46452135963892854
51.0,0.47239120359888964
52.0,0.48017998554628266
53.0,0.4878864365422806
54.0,0.4955093055294869
55.0,0.5030473596013457
56.0,0.5104993842674865
57.0,0.5178641837149403
58.0,0.5251405810651704
59.0,0.5323274186268622
60.0,0.5394235581444115
61.0,0.5464278810420581
62.0,0.5533392886636104
63.0,0.5601567025077062
64.0,0.5668790644585581
65.0,0.5735053370121292
66.0,0.5800345034976945
67.0,0.5864655682947298
68.0,0.5927975570450887
69.0,0.599029516860413
70.0,0.6051605165247341
71.0,0.6111896466922195
72.0,0.6171160200800186
73.0,0.6229387716561671
74.0,0.6286570588225048
75.0,0.6342700615925713
76.0,0.639776982764433
77.0,0.6451770480884077
78.0,0.6504695064296485
79.0,0.6556536299255495
80.0,0.6607287141379384
81.0,0.6656940782000235
82.0,0.6705490649580602
83.0,0.6752930411077077
84.0,0.679925397325043
85.0,0.6844455483922054
86.0,0.6888529333176416
87.0,0.6931470154509268
88.0,0.6973272825921324
89.0,0.7013932470957216
90.0,0.7053444459689446
91.0,0.709180440964714
92.0,0.7129008186689397
93.0,0.7165051905823046
94.0,0.7199931931964594
95.0,0.7233644880646254
96.0,0.7266187618665846
97.0,0.7297557264680453
98.0,0.7327751189743694
99.0,0.7356767017786502
100.0,0.7384602626041288
101.0,0.7411256145409421
102.0,0.7436725960771918
103.0,0.7461010711243293
104.0,0.7484109290368515
105.0,0.7506020846263005
106.0,0.7526744781695689
107.0,0.7546280754115049
108.0,0.7564628675618186
109.0,0.7581788712862915
110.0,0.759776128692289
111.0,0.7612547073085819
112.0,0.7626147000594797
113.0,0.7638562252332833
114.0,0.7649794264450637
115.0,0.7659844725937751
116.0,0.7668715578137134
117.0,0.7676409014203304
118.0,0.7682927478504147
119.0,0.7688273665966578
120.0,0.7692450521366152
121.0,0.76954612385608
122.0,0.7697309259668894
123.0,0.7697998274191795
124.0,0.7697532218081096
125.0,0.769591527275078
126.0,0.76931518640345
127.0,0.7689246661088239
128.0,0.7684204575238585
129.0,0.7678030758776881
130.0,0.7670730603699545
131.0,0.7662309740394808
132.0,0.7652774036276218
133.0,0.7642129594363166
